Date,Unhedged_Portfolio_Value,Hedged_Portfolio_Value,Daily_Hedge_Ratio
2020-08-07,100000.0,100000.0,294.5121541401599
2020-08-10,100613.15061993514,100272.85386338418,295.43492501713143
2020-08-11,100361.1303102784,100781.10145053829,297.1477708857104
2020-08-12,101124.06652962722,100258.05963650663,295.28962709801056
2020-08-13,100898.6815860835,100200.89099264522,295.1650755077649
2020-08-14,100975.579737375,100274.53792501354,295.3812927874796
2020-08-17,100942.1276128622,99949.05275192934,294.3483466637421
2020-08-18,100909.4185199992,99718.55991754895,293.6186492968893
2020-08-19,100575.2555585871,99769.25562060974,293.86985026935395
2020-08-20,100282.16242537965,99326.12423569472,156.18892147090887
2020-08-21,100192.59285901445,99070.17204447166,150.45403681069624
2020-08-24,101338.00212267772,99585.90041848172,195.01142410426309
2020-08-25,101578.57198182787,99557.30006108464,241.10878016969244
2020-08-26,101629.8723293185,98970.2240408757,200.520764514081
2020-08-27,102089.04174027662,99284.19045089766,193.7361135115741
2020-08-28,102695.60484746296,99423.52498458326,221.02474558017136
2020-08-31,102193.28268014712,99204.60392759184,233.2733278992544
2020-09-01,102795.82898135952,99098.15847826265,231.67383791342814
2020-09-02,104380.91913602446,99218.76180032647,307.74226020195783
2020-09-03,101609.0603122028,99268.79043472,248.42699363588076
2020-09-04,101305.48075273416,99597.89800361532,245.18159406939705
2020-09-08,98935.22751898436,99396.7282247167,249.49109897263494
2020-09-09,100471.99109786248,99400.70544482247,249.14888851416924
2020-09-10,98904.2253613651,99278.63428451798,263.39009960532314
2020-09-11,99035.20012236176,99368.45206394182,262.3051395275403
2020-09-14,100367.32749467812,99612.14790930809,265.9453369754491
2020-09-15,100514.4818367736,99342.50789116423,262.1240002672566
2020-09-16,100850.64681737566,100004.49363681894,267.37562670263173
2020-09-17,100217.79284414584,100099.53332496327,263.28518840360925
2020-09-18,99360.7336927956,100203.58056902334,267.8006262980545
2020-09-21,97704.35128761106,99505.26821926227,278.62616737717923
2020-09-22,98442.9672855236,99378.67831943647,276.47364120121404
2020-09-23,96288.9179935348,99325.98892998182,293.91489093066104
2020-09-24,96205.81751785667,99000.0880087334,288.5933159146813
2020-09-25,97624.43013690312,99003.49869044464,289.0701020787383
2020-09-28,99394.85137343557,99267.40947037785,296.30899796782165
2020-09-29,99002.63617795263,99385.0490679042,300.20582618850125
2020-09-30,99793.32069638604,99456.24757972342,305.6608495228063
2020-10-01,100298.06028902896,99339.02730529531,309.2144736168782
2020-10-02,100034.87615123008,99972.67661922879,303.93388317600494
2020-10-05,101669.47589595578,100029.3671721502,284.7194567238212
2020-10-06,100629.28924533752,100261.99148019539,283.87484742666936
2020-10-07,102231.010654523,100415.9491791213,265.14442366775205
2020-10-08,103324.019388301,100761.78923080453,262.91360881926903
2020-10-09,103827.9288240689,100524.34435812864,259.3696652574832
2020-10-12,104812.50712212882,100292.00008453697,233.22704972943185
2020-10-13,103918.36316507206,99941.68672743255,245.09842065227772
2020-10-14,103448.87024510551,99975.03744685755,245.56746468080811
2020-10-15,103797.66885255932,100406.15419533924,243.22069772754563
2020-10-16,103903.56426135094,100557.17975129854,256.2021876475434
2020-10-19,102359.21997777936,100320.01459943094,263.3237406603418
2020-10-20,102766.24398538627,100378.99057701611,270.8327897150165
2020-10-21,102263.92499766554,100046.04265851271,264.9225700210023
2020-10-22,103115.74444494228,100432.06674010541,260.8985730569786
2020-10-23,103496.9553808988,100512.9003583635,272.74550630664027
2020-10-26,101421.93420818924,100546.44426996069,352.58079758416716
2020-10-27,100305.41089484286,99817.82183869283,346.1951320799799
2020-10-28,97329.93134038096,100087.1512249059,301.7797852649211
2020-10-29,98329.60621588468,100155.72385216423,300.62631084043863
2020-10-30,97885.04407686554,100664.31884194753,295.2526147770801
2020-11-02,99648.5867860845,101370.12860593187,316.9516565163382
2020-11-03,101582.7689665707,101555.66765648998,321.9762180439395
2020-11-04,102808.00395280388,100734.2594211701,288.6146335848799
2020-11-05,104625.74222636689,100753.96787948906,286.48611550419315
2020-11-06,104931.33775682191,101068.84990665282,286.70872906755926
2020-11-09,108295.31693257768,103135.4642367735,301.908016045846
2020-11-10,108515.96336335958,103480.199779752,291.7852666046702
2020-11-11,108599.7832822513,102971.26802168455,249.49912730292124
2020-11-12,107292.2676884782,102618.09600049618,288.3896170685136
2020-11-13,109171.02396638386,103077.9775141083,306.9015236938942
2020-11-16,110881.88640267133,103488.0754925082,306.4469558723639
2020-11-17,110459.74665306717,103615.25825460195,306.80779722690227
2020-11-18,109226.56428238768,103888.08930321598,375.9636931425445
2020-11-19,109741.01839916412,103815.78120064441,421.28369800165564
2020-11-20,109152.65438283164,104164.39015031247,418.3983782205514
2020-11-23,110359.03748023864,104648.28117334009,352.97966483165277
2020-11-24,112251.17391953104,104647.84208580211,351.82972093734423
2020-11-25,111956.6881203338,104553.5206431861,368.84655356075456
2020-11-27,112087.52014098376,104361.23403804163,356.0194104488089
2020-11-30,111240.33114398774,104074.89856992278,357.4096226587311
2020-12-01,112049.74805519952,103710.9197806765,322.562464802149
2020-12-02,112375.12927425493,103793.70982454203,328.0452549496924
2020-12-03,112894.83594919958,104301.8490674078,327.6098897829508
2020-12-04,114410.13625784389,104762.29585778872,345.8795878954708
2020-12-07,113793.14961210587,104442.03437081294,374.85401350218996
2020-12-08,114183.78001453022,104462.13441918066,365.40438049336
2020-12-09,113469.35421013966,104732.94963269298,326.45539554235654
2020-12-10,113616.15919428437,104901.64695854679,321.1077955802559
2020-12-11,113084.97307597053,104534.96528702295,332.2896266191632
2020-12-14,112408.7156318878,104368.11884056729,322.87682338110244
2020-12-15,113904.00051089795,104243.70343776801,353.4431381314402
2020-12-16,113967.96118942968,104127.36506172144,352.05802566472727
2020-12-17,114800.89694936656,104248.10904548876,362.75639984570574
2020-12-18,114661.31607919474,104523.636086239,319.7227824499564
2020-12-21,114095.52292653524,104367.00946169115,317.4788042944895
2020-12-22,113664.29580101998,104142.45591024063,318.3909708264702
2020-12-23,113950.32149672337,104305.51716782952,349.27007754482804
2020-12-24,114242.47820646902,104145.43684358482,347.4282954170894
2020-12-28,114527.52236532736,103600.2697793851,294.9192788825668
2020-12-29,113960.85119210184,103266.70254578193,296.0086784014881
2020-12-30,114566.86910579092,103702.2047989514,253.02598389935764
2020-12-31,115446.26911472864,104044.60253041405,283.1540508234878
2021-01-04,113192.68549738788,103606.42043634322,367.6348063376866
2021-01-05,114341.58933336128,103779.12203684321,403.9740997474673
2021-01-06,116170.18801883503,104599.1011394234,448.3261442873331
2021-01-07,117769.33433223772,104171.2604293701,397.6739752112079
2021-01-08,118232.04177776715,103867.94467794198,396.5631437120332
2021-01-11,117809.44677743946,104282.8109925622,372.0454593366999
2021-01-12,118407.76488815586,104786.04498122518,398.8370591515406
2021-01-13,118259.05622007618,104326.03914243428,385.97172265812367
2021-01-14,118411.7255871472,104872.45105993561,375.57313710880345
2021-01-15,117565.7082460025,104984.73679018118,375.4910094501051
2021-01-19,118308.28250314762,104920.77896011283,293.53556608493113
2021-01-20,119183.80928904912,104627.0923858624,243.7290381467676
2021-01-21,118735.2909487972,104166.39713776541,231.1081205609649
2021-01-22,118229.81339487572,103950.65508078634,203.14988966182312
2021-01-25,117840.14561364996,103375.89113044452,184.92094733739395
2021-01-26,117235.1464006748,102945.32000658267,202.0024745953217
2021-01-27,114251.78043804751,102423.53121633508,271.0205417564233
2021-01-28,116102.53770442391,103253.9733747489,308.0927755983087
2021-01-29,114126.79048129242,103369.20221553856,297.5337120108386
2021-02-01,115660.0089059961,103190.53024507554,298.28405804230295
2021-02-02,117361.9508270004,103345.64703623581,306.1200779185656
2021-02-03,117650.7605679334,103520.85734598928,319.3983606918114
2021-02-04,119163.4172971468,103686.8627780543,325.4331925218112
