,beta
2021-03-12,0.8927677325699694
2021-03-15,0.9394259938512881
2021-03-16,0.9668842006671265
2021-03-17,1.0195971845424987
2021-03-18,0.9601035225802492
2021-03-19,0.9866309509641816
2021-03-22,0.9784755743414802
2021-03-23,1.1146863541833842
2021-03-24,1.0451549119852874
2021-03-25,1.030953746237061
2021-03-26,1.091389130539042
2021-03-29,1.065172622386665
2021-03-30,1.0506023395387967
2021-03-31,1.0363546927453393
2021-04-01,1.0583239660096895
2021-04-05,0.9492753683822894
2021-04-06,0.9655328996983327
2021-04-07,0.9017282886088142
2021-04-08,1.0034628512101766
2021-04-09,0.9997289662564542
2021-04-12,0.7891324802972514
2021-04-13,0.7795020118800136
2021-04-14,0.6628364006676044
2021-04-15,0.6734352902640934
2021-04-16,0.5809235821572271
2021-04-19,0.7354695421456535
2021-04-20,0.8581219959785581
2021-04-21,0.8953286780479189
2021-04-22,0.8220813084798823
2021-04-23,0.864292673540675
2021-04-26,0.8627640977774299
2021-04-27,0.8637822971481
2021-04-28,0.9020046659241274
2021-04-29,0.9353530704806823
2021-04-30,0.9601233790520384
2021-05-03,0.9467437898499953
2021-05-04,0.8991409975480434
2021-05-05,0.8874472392197394
2021-05-06,0.8452712896845118
2021-05-07,0.8819503005077791
2021-05-10,0.7738054708675499
2021-05-11,0.8111184559743878
2021-05-12,0.9371570814369274
2021-05-13,0.910747711531321
2021-05-14,0.9253888083079252
2021-05-17,0.9242245642693223
2021-05-18,0.9189820964203737
2021-05-19,0.9184707018678042
2021-05-20,0.9749677140365909
2021-05-21,0.9494941323510809
2021-05-24,0.9675121366347258
2021-05-25,0.972216596405162
2021-05-26,0.9121222489464984
2021-05-27,0.9289974708503369
2021-05-28,0.8995300247833697
2021-06-01,0.870090149035099
