Date,AAPL_SMA_20,AAPL_EMA_20,AAPL_RSI_14,AAPL_BB_upper,AAPL_BB_lower,AAPL_MACD,AAPL_MACD_signal,AAPL_Volatility_20,AAPL_Return_1d,AAPL_Return_5d,AAPL_Return_10d,AAPL_Momentum_5d,MSFT_SMA_20,MSFT_EMA_20,MSFT_RSI_14,MSFT_BB_upper,MSFT_BB_lower,MSFT_MACD,MSFT_MACD_signal,MSFT_Volatility_20,MSFT_Return_1d,MSFT_Return_5d,MSFT_Return_10d,MSFT_Momentum_5d,GOOGL_SMA_20,GOOGL_EMA_20,GOOGL_RSI_14,GOOGL_BB_upper,GOOGL_BB_lower,GOOGL_MACD,GOOGL_MACD_signal,GOOGL_Volatility_20,GOOGL_Return_1d,GOOGL_Return_5d,GOOGL_Return_10d,GOOGL_Momentum_5d,AMZN_SMA_20,AMZN_EMA_20,AMZN_RSI_14,AMZN_BB_upper,AMZN_BB_lower,AMZN_MACD,AMZN_MACD_signal,AMZN_Volatility_20,AMZN_Return_1d,AMZN_Return_5d,AMZN_Return_10d,AMZN_Momentum_5d,TSLA_SMA_20,TSLA_EMA_20,TSLA_RSI_14,TSLA_BB_upper,TSLA_BB_lower,TSLA_MACD,TSLA_MACD_signal,TSLA_Volatility_20,TSLA_Return_1d,TSLA_Return_5d,TSLA_Return_10d,TSLA_Momentum_5d,SPY_SMA_20,SPY_EMA_20,SPY_RSI_14,SPY_BB_upper,SPY_BB_lower,SPY_MACD,SPY_MACD_signal,SPY_Volatility_20,SPY_Return_1d,SPY_Return_5d,SPY_Return_10d,SPY_Momentum_5d,^VIX_SMA_20,^VIX_EMA_20,^VIX_RSI_14,^VIX_BB_upper,^VIX_BB_lower,^VIX_MACD,^VIX_MACD_signal,^VIX_Volatility_20,^VIX_Return_1d,^VIX_Return_5d,^VIX_Return_10d,^VIX_Momentum_5d
2020-09-18,116.9057228088379,112.95155462197985,38.32247447040957,131.43921234056478,102.372233277111,-0.37170881484649954,2.6552897165630642,7.455522819904073,-0.031720052331848714,-0.04607158118715404,-0.11614814255356132,-5.0192413330078125,205.60806121826172,202.0146987605687,38.199995205342255,224.17826672081983,187.0378557157036,-1.7283005739854218,1.0667662745144577,9.526314419698908,-0.012419607092068241,-0.01784052862256058,-0.07781879944183889,-3.4958648681640625,78.27600288391113,76.57137824020542,37.170730004648114,84.8643297614219,71.68767600640037,-0.16169235262759685,1.2377933732149589,3.379740376393427,-0.024175508595422168,-0.04266510060697981,-0.10949317191391861,-3.2142257690429688,163.34272308349608,159.3956459230913,35.62321673479467,179.5786796062572,147.10676656073497,-1.7868678761839192,1.5245815116989516,8.328869958874145,-0.01788790878106783,-0.051764674774733344,-0.12265140135310304,-8.065505981445312,140.03163261413573,135.5403265860725,59.078298724773035,165.6464706213741,114.41679460689735,10.256129234261806,12.44857108410308,13.140134643797126,0.04421041843491591,0.18627924849480038,0.08636358063855454,23.143333435058594,318.7582077026367,315.7402496065538,43.01573540384337,331.6173295740296,305.8990858312438,0.34176639435662537,2.5504710871396252,6.596590333436774,-0.011512600113225857,-0.006245692283466275,-0.03884428324394229,-1.942718505859375,26.385499954223633,26.328926172657184,48.716933621905625,32.55743385235062,20.213566056096646,1.0471211065768742,1.592537333730788,3.1661352849894095,-0.02380949291628287,-0.03870490818924055,-0.23124996735935976,-1.0400009155273438
2020-09-21,116.21071548461914,112.39205103586495,43.2577478498787,131.22060999391636,101.20082097532193,-0.7545410126386685,1.9733235707227177,7.699913416810397,0.030325627969530977,-0.045769946970168784,-0.08994714278192528,-5.1359710693359375,205.1048110961914,201.30089362842378,40.73869246220626,224.2938758798374,185.91574631254542,-2.0625615245997437,0.4409007146916174,9.84378253239031,0.010729086811785304,-0.013972259677682675,-0.05465579598910919,-2.7563934326171875,77.91459503173829,76.04845685879077,34.98107223133315,85.21102145442504,70.61816860905154,-0.5529955661983763,0.8796355853322918,3.742987778629433,-0.014437380734439453,-0.05215295710241541,-0.09554083982074857,-3.911041259765625,162.53209838867187,158.3125842670975,36.06337779438039,180.07501652541214,144.9891802519316,-2.426326824201368,0.7343998445188876,8.999327120348717,0.001881613182508124,-0.04592374445947667,-0.10142295006831814,-7.125,140.68819923400878,136.89807275663256,60.108834248049206,166.5957341330945,114.78066433492305,10.220364871886716,12.002929841659807,13.290284981176127,0.016374511668703073,0.07094507654248683,0.07427322686614857,9.923324584960938,318.23672943115236,314.7808394412719,39.53142434432409,332.2770519738371,304.1964068884676,-0.4689103796550853,1.9465947937806831,7.2025334925442746,-0.011129446057116743,-0.030080535806608744,-0.041717218655638044,-9.479766845703125,26.64749994277954,26.467123745417975,54.413399862453026,32.58463274860915,20.710367136949923,1.0794877103224074,1.489927409049112,3.045684866117873,0.0754936418389145,0.07466151940791765,-0.09658534352372328,1.9300003051757812
2020-09-22,115.52750205993652,112.04610020013898,45.75372665412753,130.5878194576231,100.46718466224992,-0.9116415315536699,1.3963305502674401,7.725779812778971,0.01571583024611889,-0.032283370116565235,-0.008952381190739267,-3.6282577514648438,204.80372619628906,201.1014287543998,46.1462909553857,224.16380209242857,185.44365030014956,-1.9270687130129431,-0.03269317084929475,9.931509382082302,0.02409404547175309,-0.006514139665327767,0.023487806960348356,-1.3061676025390625,77.60313758850097,75.71582809103577,40.342783385826195,85.24784247024954,69.9584327067524,-0.7355943460583347,0.5565895990541665,3.921650858376805,0.02075318594908704,-0.04905153048546662,-0.04186140841937236,-3.7425537109375,162.0859230041504,158.13514704244088,47.7289234901215,179.77046874006152,144.4013772682393,-2.2275178411890693,0.14201630737729623,9.071980545752536,0.05692335984779917,-0.008599201296228043,-0.006619453415022569,-1.3570098876953125,141.04469947814943,137.32778046191606,54.93170245094701,166.7853907774126,115.30400817888624,9.406851837253328,11.48371424077851,13.204696020375417,-0.055986946823462835,-0.05676357130985288,0.2847279372597187,-8.509994506835938,317.71074829101565,314.2092755845139,43.95529814802461,332.3287671477847,303.0927294342466,-0.8503837165681603,1.3871990917109145,7.498885448709871,0.01018422580175593,-0.02512822424986416,-0.004765048598695643,-7.959075927734375,26.87199993133545,26.504540589697363,51.506491913376394,32.475353977367845,21.268645885303055,1.0191539868252626,1.395772724604342,2.874459975148997,-0.03311735253974313,0.0496287788273122,-0.1462173746976192,1.2700004577636719
2020-09-23,114.66640510559083,111.29861830328795,40.54659385128117,130.24131235114567,99.09149786003599,-1.3882592863870258,0.8394125829365469,7.989758834836814,-0.041945983166722045,-0.044680124338518645,-0.0869415753800783,-4.873298645019531,204.0411689758301,200.29624245933792,40.566867542943776,224.04438984155124,184.03794811010894,-2.3222206110739023,-0.4905986588942163,10.261435790104047,-0.032928340114029675,-0.02175076638606399,-0.050641051477218646,-4.28338623046875,77.11491584777832,75.1761675776224,35.05342072692132,85.35642379439705,68.8734079011596,-1.07021892098129,0.23122789504707517,4.227804370884253,-0.03454527693413734,-0.06791921186986805,-0.08908834366224128,-5.1043853759765625,161.21934814453124,157.35970410657225,41.48313341547851,179.48129222565825,142.95740406340423,-2.561419207837446,-0.3986707956656522,9.368179647112695,-0.04126889165142078,-0.025418294366685634,-0.08222149666764111,-3.9120025634765625,140.6395664215088,136.32386488174475,47.28435788063886,167.0025563232704,114.27657651974718,7.49574949523344,10.686121291669497,13.52392846772352,-0.10341090738483938,-0.13898945473107105,0.03844056405114116,-20.466659545898438,316.7708572387695,313.010156983459,37.211218314532545,332.91027275276286,300.63144172477615,-1.7108068379280326,0.767597905783125,8.279345466331554,-0.023190951962841932,-0.043942000610387555,-0.04667121301709509,-13.862884521484375,27.199499893188477,26.702203383412478,56.21590599682816,32.38245398548031,22.016545800896644,1.097477607523011,1.336113701188076,2.658799349271288,0.0640357138596499,0.09754220118572032,-0.00798332337729546,2.539999008178711
2020-09-24,113.77624588012695,110.72422698492235,42.207859415714694,129.36308762334798,98.18940413690594,-1.660503470064313,0.3394293723363748,7.995881102960919,0.010268660606939317,-0.01921336601763657,-0.0464357957243523,-2.062164306640625,203.17872924804686,199.80555388713162,43.373644531360874,223.15460327526498,183.20285522082875,-2.406154443736739,-0.8737098158627208,10.247407157952555,0.012961739084150992,0.0013796518422737325,-0.010614978034095057,0.26885986328125,76.56503868103027,74.75166324359289,37.413773909580364,84.97099545020666,68.15908191185389,-1.2667871832508268,-0.06837512061250525,4.312164836869284,0.009557247312371286,-0.043159513122555726,-0.06761898458361104,-3.1898651123046875,160.16419830322266,156.75301818719632,42.72882170788486,178.22880753083766,142.09958907560767,-2.7143395450238472,-0.8618045455372912,9.266949003205479,0.006643681788120581,0.003676029814770443,-0.04891793698698599,0.553009033203125,139.9255001068115,135.65143357697292,48.589757483601076,166.70540824763003,113.14559196599299,6.110594505735577,9.771015934482714,13.737803011654256,0.0195341463945935,-0.08416968748760134,0.04429905846194648,-11.879989624023438,315.7105407714844,312.0017985849227,38.35465428373322,332.67383245533176,298.747249087637,-2.3013052775613687,0.15381726911422622,8.701985023866806,0.0026651662438041956,-0.0328880126455422,-0.027239860072519884,-10.2843017578125,27.461499881744384,26.874374511552418,55.97764636510142,32.344503691917126,22.57849607157164,1.1407513790521016,1.297041236760881,2.5049281011932583,-0.0024492545490231166,0.07747548054951259,-0.04039040365430291,2.0500011444091797
2020-09-25,113.1571086883545,110.58065567306777,47.985031073441256,128.43236904054234,97.88184833616667,-1.5398396855372454,-0.03642443923834924,7.836043221904781,0.03751602721715175,0.05091699408589845,0.0024995864719099536,5.291557312011719,202.27787322998046,199.78508708510196,48.07622998185102,221.16503225847455,183.39071420148636,-2.089776283614725,-1.1169231094131216,9.688908147812228,0.022786453751744373,0.03707763977691414,0.01857562646065647,7.135772705078125,76.09421195983887,74.44427057488575,40.22734151503124,84.52194404480787,67.66647987486988,-1.3421273973225283,-0.3231255759545099,4.323335338175912,0.01138547785455235,-0.008290341577517513,-0.05060173392702627,-0.5979156494140625,159.4020233154297,156.56287362119102,47.296234541308266,177.0232180636397,141.7808285672197,-2.502714993450411,-1.1899866351199153,9.03948217477009,0.02494874307344297,0.047453233097678016,-0.006767842855366135,7.0110015869140625,139.25200004577636,135.66367788195615,51.96063614207394,165.73589793301122,112.7681021585415,5.475570439067553,8.911926835399681,13.585952955568294,0.05041385121376596,-0.07872893370828227,0.09288474818054238,-11.60333251953125,314.85931091308595,311.5551260587917,44.92431023972204,331.714043597594,298.0045782285779,-2.347687723318643,-0.3464837293723476,8.646295432244402,0.016167265923340057,-0.0058067061408817455,-0.012016131524611562,-1.794891357421875,27.55699987411499,26.82729114481091,49.15121307259201,32.27413447551763,22.839865272712355,0.9917407002688137,1.2359811294624676,2.4198389924554484,-0.0747106647146728,0.02129304059949977,-0.018236012771214227,0.5499992370605469
2020-09-28,112.67816696166992,110.69903502953899,51.43614498028361,127.48270877943939,97.87362514390044,-1.2197958130502116,-0.2730987140007217,7.594569708785464,0.023869152173677577,0.04433148368843476,-0.003467512939262507,4.7468719482421875,201.34292297363282,199.91474832950817,49.651773579599976,218.42389735168229,184.26194859558336,-1.6939709435482655,-1.2323326762401503,8.762354972200406,0.007795343450832881,0.034067417077095596,0.019619158601463793,6.6267852783203125,75.64498100280761,74.25893046898145,43.53475042555856,83.83022865627451,67.45973334934071,-1.3081490227931596,-0.5201302653222398,4.198943449456369,0.013620025346676723,0.01994206096800477,-0.033250933584608844,1.4174957275390625,158.83264846801757,156.76664750390125,51.64643156172446,175.75780922842594,141.9074877076092,-1.9936107549013684,-1.350711459076206,8.682424272869982,0.025498115680328004,0.07214395660264628,0.02290709151585424,10.679000854492188,138.8939998626709,136.1147555976255,54.25085714268405,165.1112309181941,112.67676880714771,5.284191416820477,8.186379751683841,13.449155757290988,0.034025594039789775,-0.06272948538434164,0.003765243016082387,-9.39666748046875,314.1585388183594,311.6371097284157,50.81708606180649,330.1750631879557,298.14201444876306,-1.9500989223775491,-0.667206767973388,8.216303639425513,0.01660925019694659,0.022081297689574786,-0.008663455382841634,6.74951171875,27.71849994659424,26.766596800929644,48.58208411646323,31.995681722162743,23.441318171025735,0.8485359680342519,1.1584920971768244,2.194147954833219,-0.007202374251457866,-0.05723542524432845,0.013152810350889332,-1.5900001525878906
2020-09-29,111.9510597229004,110.72554323775626,50.270121808306946,125.53996000737955,98.36215943842124,-1.0226569168089839,-0.4230103545623742,6.970958760259815,-0.007567878387778948,0.0203918056216712,-0.012549880703123462,2.217803955078125,200.46559677124023,199.8326633881562,47.56041697955186,216.05975793411665,184.8714356083638,-1.531579238354709,-1.292181988663062,7.999635886019206,-0.010408699093537144,-0.0007713402738127595,-0.007280455320867518,-0.153656005859375,75.23864250183105,74.12608125020941,44.77061484073927,83.12337901113425,67.35390599252786,-1.23743834775523,-0.6635918818088379,4.0447844852202275,0.005045838540743697,0.004247195148790572,-0.045012666758994624,0.30815887451171875,158.06744842529298,156.81210996028193,50.003568930667996,173.7837299429385,142.35116690764747,-1.688367968589148,-1.4182427609787944,8.06228230619037,-0.009190126805558863,0.0050783794206499255,-0.003564491882474985,0.7945098876953125,137.57316627502442,136.4552552970332,53.82616922449094,160.64664875857068,114.49968379147816,5.017394386827846,7.552582678712642,11.83644676766723,-0.005056919415549199,-0.012163221668623714,-0.06823636507793207,-1.720001220703125,313.4318252563477,311.54924290253234,48.9374443452504,328.66961332680677,298.1940371858886,-1.7521023040908403,-0.8841858751968784,7.816820346977901,-0.00544609360759718,0.006266897962104334,-0.019018802305102667,1.935089111328125,27.711499977111817,26.719301911104314,48.85064354832064,31.99767351476529,23.425326439458345,0.7330503629833345,1.0734037503381264,2.198760631456357,0.0030545980173624088,-0.021965753506368535,0.026572891798400944,-0.5900001525878906
2020-09-30,111.05761947631837,110.90886639619539,52.559803083766546,121.66929328072631,100.44594567191042,-0.7230852662993357,-0.48302533690976646,5.443673801355976,0.015075732712151124,0.08112375872971245,0.032819014764342125,8.452896118164062,199.65213851928712,200.0391999223385,50.70909448679137,212.97880481958808,186.32547221898616,-1.1516921405460039,-1.2640840190396505,6.836435564786451,0.01481234986732205,0.048556819823541764,0.02574990539304589,9.354324340820312,74.7677661895752,74.00389560914594,44.71045763231609,82.01815409897087,67.51737828017953,-1.1696021575923936,-0.764793936965549,3.719370519630005,-0.00028658389484370606,0.039882420263150475,-0.03074557415845358,2.7937393188476562,157.19147338867188,156.87157500405715,50.228592284290194,170.86506855144717,143.5178782258966,-1.4146216791792483,-1.4175185446188852,7.014406316092201,0.0012241460404771587,0.04962562847528784,0.02294593527588562,7.4434967041015625,136.80583229064942,137.07888111788867,55.57398682089308,158.0094239987494,115.60224058254944,5.015497835528038,7.045165710075721,10.877213039481529,0.02371912031427703,0.12790508612795315,-0.028861826781372835,16.216659545898438,312.6697265625,311.6941066737197,51.60650194505395,326.29351169240863,299.04594143259135,-1.3890823506456513,-0.985165170286633,6.988854308372544,0.007581893932451678,0.03796776748491104,-0.007642612787473468,11.4517822265625,27.723999977111816,26.6860351423547,49.207768341702845,31.992958712107207,23.455041242116426,0.6421935762033222,0.9871617155111656,2.189929624025028,0.0038066379797176975,-0.07732677013198808,0.012672807684475984,-2.2099990844726562
2020-10-01,110.34704933166503,111.16551854791562,53.863257269025844,117.81175004908079,102.88234861424928,-0.4040929089879768,-0.46723885132540854,3.8293106704312465,0.008462262715912994,0.07919066929136998,0.05845578395945661,8.336204528808594,198.7306350708008,200.42089052915819,52.82550897255825,207.32547019389318,190.1357999477084,-0.6777490044432,-1.1468170161203604,4.409057388017309,0.010126936446871682,0.045622403326369465,0.04706499820144128,8.902938842773438,74.19746170043945,73.99890409210117,48.65410542767089,79.57998817439234,68.81493522648655,-1.014709748940362,-0.8147770993605116,2.761177820900298,0.015215609631434646,0.04571074898719041,0.0005783821938800671,3.2326126098632812,156.41599884033204,157.27075867415067,54.39329141531483,167.01952253771807,145.812475142946,-0.894732751350972,-1.3129613859653024,5.439492884670392,0.023034752317315554,0.0667165694078613,0.07063785132091405,10.073501586914062,136.81899909973146,138.25105177081667,58.80897020102708,158.05347424969358,115.58452394976933,5.46606809382925,6.729346186826427,10.893055910875795,0.04463774876849502,0.15567706502418366,0.05840408762450977,20.123336791992188,311.7706893920898,312.01659758388627,53.824189466798,321.789458832097,301.75191995208263,-0.9284972194401462,-0.9738315801173356,5.139520279987336,0.006420119219923581,0.04185492771431698,0.007590389676827902,12.657867431640625,27.73050003051758,26.68736520145801,50.437554005079285,31.992801196101396,23.46819886493376,0.5900158189225628,0.9077325361934451,2.1865143629781576,0.012514217413868156,-0.06348647672435925,0.009070358532538014,-1.8099994659423828
