Date,Unhedged_Portfolio_Value,Hedged_Portfolio_Value,Daily_Hedge_Ratio,Unhedged_Daily_TC,Unhedged_Cumulative_TC,Unhedged_Portfolio_Value_Net,Unhedged_Portfolio_Return_Net,Hedged_Equity_Daily_TC,Hedged_SPY_Daily_TC,Hedged_Daily_TC,Hedged_Cumulative_TC,Hedged_Portfolio_Value_Net,Hedged_Portfolio_Return_Net
2020-09-10,98904.2253613651,99278.63428451798,263.39009960532314,0.0,50.0,98854.2253613651,-0.015611777055581144,0.0,29.78359028535539,29.78359028535539,767.2718086978518,98511.36247582012,-0.0015391222266895044
2020-09-11,99035.20012236176,99368.45206394182,262.3051395275403,0.0,50.0,98985.20012236176,0.0013249283024359126,0.0,29.81053561918254,29.81053561918254,797.0823443170344,98571.36971962478,0.0006091403295673814
2020-09-14,100367.32749467812,99612.14790930809,265.9453369754491,0.0,50.0,100317.32749467812,0.013457843906661049,0.0,29.88364437279242,29.88364437279242,826.9659886898269,98785.18192061826,0.00216911058050262
2020-09-15,100514.4818367736,99342.50789116423,262.1240002672566,0.0,50.0,100464.4818367736,0.0014668885801736309,0.0,29.802752367349267,29.802752367349267,856.7687410571762,98485.73915010705,-0.003031251901239873
2020-09-16,100850.64681737566,100004.49363681894,267.37562670263173,0.0,50.0,100800.64681737566,0.0033461077433141195,0.0,30.001348091045678,30.001348091045678,886.7700891482218,99117.72354767071,0.006417014311081326
2020-09-17,100217.79284414584,100099.53332496328,263.28518840360925,0.0,50.0,100167.79284414584,-0.006278272939819418,0.0,30.02985999748898,30.02985999748898,916.7999491457108,99182.73337581757,0.0006558850003812733
2020-09-18,99360.7336927956,100203.58056902334,267.8006262980545,0.0,50.0,99310.7336927956,-0.008556234763840265,0.0,30.061074170707,30.061074170707,946.8610233164178,99256.71954570692,0.0007459581660147485
2020-09-21,97704.35128761106,99505.26821926227,278.62616737717923,0.0,50.0,97654.35128761106,-0.01667878529936495,0.0,29.851580465778678,29.851580465778678,976.7126037821964,98528.55561548007,-0.0073361676021493905
2020-09-22,98442.9672855236,99378.67831943648,276.47364120121404,0.0,50.0,98392.9672855236,0.007563574875810497,0.0,29.813603495830943,29.813603495830943,1006.5262072780274,98372.15211215845,-0.0015873926329743604
2020-09-23,96288.9179935348,99325.98892998182,293.91489093066104,0.0,50.0,96238.9179935348,-0.02189230949543408,0.0,29.797796678994544,29.797796678994544,1036.324003957022,98289.6649260248,-0.0008385217194355477
2020-09-24,96205.81751785667,99000.0880087334,288.5933159146813,0.0,50.0,96155.81751785667,-0.0008634809847269942,0.0,29.700026402620015,29.700026402620015,1066.024030359642,97934.06397837376,-0.0036178874749310808
2020-09-25,97624.43013690312,99003.49869044464,289.0701020787383,0.0,50.0,97574.43013690312,0.014753268763826988,0.0,29.70104960713339,29.70104960713339,1095.7250799667754,97907.77361047786,-0.0002684496775473555
2020-09-28,99394.85137343557,99267.40947037784,296.30899796782165,0.0,50.0,99344.85137343557,0.018144315411818823,0.0,29.78022284111335,29.78022284111335,1125.5053028078887,98141.90416756996,0.0023913377708246752
2020-09-29,99002.63617795263,99385.0490679042,300.20582618850125,0.0,50.0,98952.63617795263,-0.003948017336183884,0.0,29.815514720371258,29.815514720371258,1155.32081752826,98229.72825037593,0.0008948683393794621
2020-09-30,99793.32069638604,99456.24757972342,305.6608495228063,0.0,50.0,99743.32069638604,0.007990535158775014,0.0,29.836874273917022,29.836874273917022,1185.157691802177,98271.08988792125,0.0004210704669760368
2020-10-01,100298.06028902896,99339.02730529533,309.2144736168782,0.0,50.0,100248.06028902896,0.005060384887117575,0.0,29.801708191588595,29.801708191588595,1214.9593999937656,98124.06790530156,-0.0014960858049642978
2020-10-02,100034.87615123008,99972.6766192288,303.93388317600494,0.0,50.0,99984.87615123008,-0.0026253289793346513,0.0,29.99180298576864,29.99180298576864,1244.9512029795342,98727.72541624928,0.006151982116459953
2020-10-05,101669.47589595578,100029.3671721502,284.7194567238212,0.0,50.0,101619.47589595578,0.01634846996513062,0.0,30.008810151645058,30.008810151645058,1274.9600131311793,98754.40715901903,0.0002702558238556474
2020-10-06,100629.28924533752,100261.9914801954,283.87484742666936,0.0,50.0,100579.28924533752,-0.010236095408357127,0.0,30.078597444058616,30.078597444058616,1305.038610575238,98956.95286962016,0.002051004268346146
2020-10-07,102231.010654523,100415.9491791213,265.14442366775205,0.0,50.0,102181.010654523,0.015924962496786765,0.0,30.124784753736385,30.124784753736385,1335.1633953289743,99080.78578379232,0.0012513816420289814
2020-10-08,103324.019388301,100761.78923080453,262.91360881926903,0.0,50.0,103274.019388301,0.010696789225089098,0.0,30.228536769241355,30.228536769241355,1365.3919320982156,99396.39729870632,0.0031853957598064753
2020-10-09,103827.9288240689,100524.34435812864,259.3696652574832,0.0,50.0,103777.9288240689,0.004879343698953376,0.0,30.15730330743859,30.15730330743859,1395.5492354056541,99128.795122723,-0.002692272388697625
2020-10-12,104812.50712212882,100292.00008453697,233.22704972943183,0.0,50.0,104762.50712212882,0.009487357371807281,0.0,30.087600025361088,30.087600025361088,1425.6368354310152,98866.36324910595,-0.0026473828648088116
2020-10-13,103918.36316507206,99941.68672743256,245.09842065227772,0.0,50.0,103868.36316507206,-0.008534961424838672,0.0,29.982506018229767,29.982506018229767,1455.619341449245,98486.06738598332,-0.003846564702339017
2020-10-14,103448.87024510551,99975.03744685756,245.56746468080811,0.0,50.0,103398.87024510551,-0.004520076235536852,0.0,29.992511234057265,29.992511234057265,1485.6118526833022,98489.42559417426,3.409830730460861e-05
2020-10-15,103797.66885255932,100406.15419533924,243.22069772754563,0.0,50.0,103747.66885255932,0.003373330933181151,0.0,30.12184625860177,30.12184625860177,1515.733698941904,98890.42049639735,0.004071451323874875
2020-10-16,103903.56426135094,100557.17975129854,256.2021876475434,0.0,50.0,103853.56426135094,0.0010207015729877256,0.0,30.16715392538956,30.16715392538956,1545.9008528672937,99011.27889843124,0.001222144687293536
2020-10-19,102359.21997777936,100320.01459943094,263.3237406603418,0.0,50.0,102309.21997777936,-0.014870402326155996,0.0,30.09600437982928,30.09600437982928,1575.996857247123,98744.01774218382,-0.002699300112278924
2020-10-20,102766.24398538627,100378.99057701611,270.8327897150165,0.0,50.0,102716.24398538627,0.003978370744057269,0.0,30.113697173104832,30.113697173104832,1606.1105544202278,98772.88002259588,0.00029229396445495937
2020-10-21,102263.92499766554,100046.04265851271,264.9225700210023,0.0,50.0,102213.92499766554,-0.004890355879759389,0.0,30.01381279755381,30.01381279755381,1636.1243672177816,98409.91829129493,-0.0036747104186687363
2020-10-22,103115.74444494228,100432.0667401054,260.8985730569786,0.0,50.0,103065.74444494228,0.00833369276540541,0.0,30.129620022031617,30.129620022031617,1666.2539872398131,98765.81275286558,0.0036164491115335817
2020-10-23,103496.9553808988,100512.9003583635,272.74550630664027,0.0,50.0,103446.9553808988,0.0036987161739288066,0.0,30.15387010750905,30.15387010750905,1696.407857347322,98816.49250101618,0.0005131304723571262
2020-10-26,101421.93420818924,100546.44426996067,352.58079758416716,0.0,50.0,101371.93420818924,-0.020058794046370787,0.0,30.1639332809882,30.1639332809882,1726.5717906283103,98819.87247933236,3.4204597133991044e-05
2020-10-27,100305.41089484286,99817.82183869283,346.1951320799799,0.0,50.0,100255.41089484286,-0.011014126563407167,0.0,29.945346551607848,29.945346551607848,1756.517137179918,98061.30470151291,-0.007676267523803015
2020-10-28,97329.93134038096,100087.1512249059,301.7797852649211,0.0,50.0,97279.93134038096,-0.029678992165149576,0.0,30.026145367471766,30.026145367471766,1786.54328254739,98300.60794235852,0.0024403432278818915
2020-10-29,98329.60621588468,100155.72385216424,300.62631084043863,0.0,50.0,98279.60621588468,0.010276270364602436,0.0,30.04671715564927,30.04671715564927,1816.5899997030392,98339.13385246121,0.0003919193472869953
2020-10-30,97885.04407686554,100664.31884194752,295.2526147770801,0.0,50.0,97835.04407686554,-0.00452344241228031,0.0,30.199295652584254,30.199295652584254,1846.7892953556234,98817.52954659189,0.004864753993546689
2020-11-02,99648.5867860845,101370.12860593188,316.9516565163382,0.0,50.0,99598.5867860845,0.01802567501102592,0.0,30.41103858177956,30.41103858177956,1877.200333937403,99492.92827199447,0.006834806825282369
2020-11-03,101582.7689665707,101555.66765648998,321.9762180439395,0.0,50.0,101532.7689665707,0.019419775349226454,0.0,30.466700296946993,30.466700296946993,1907.66703423435,99648.00062225563,0.001558626858757295
2020-11-04,102808.00395280388,100734.2594211701,288.6146335848799,0.0,50.0,102758.00395280388,0.012067384734051556,0.0,30.22027782635103,30.22027782635103,1937.887312060701,98796.3721091094,-0.008546368294679252
2020-11-05,104625.74222636689,100753.96787948906,286.48611550419315,0.0,50.0,104575.74222636689,0.01768950547538739,0.0,30.226190363846715,30.226190363846715,1968.1135024245477,98785.85437706452,-0.00010645868689662663
2020-11-06,104931.33775682191,101068.84990665282,286.70872906755926,0.0,50.0,104881.33775682191,0.002922241085256072,0.0,30.320654971995843,30.320654971995843,1998.4341573965435,99070.41574925627,0.002880588258168837
2020-11-09,108295.31693257768,103135.4642367735,301.908016045846,0.0,50.0,108245.31693257768,0.03207414443507095,0.0,30.94063927103205,30.94063927103205,2029.3747966675755,101106.08944010593,0.02054774551468408
2020-11-10,108515.96336335958,103480.199779752,291.7852666046702,0.0,50.0,108465.96336335958,0.002038392394558164,0.0,31.0440599339256,31.0440599339256,2060.418856601501,101419.7809231505,0.0031025973290204067
2020-11-11,108599.7832822513,102971.26802168456,249.49912730292124,0.0,50.0,108549.7832822513,0.0007727762359046597,0.0,30.891380406505366,30.891380406505366,2091.3102370080064,100879.95778467656,-0.0053226612556279695
2020-11-12,107292.2676884782,102618.09600049618,288.3896170685136,0.0,50.0,107242.2676884782,-0.012045308191664494,0.0,30.785428800148853,30.785428800148853,2122.0956658081554,100496.00033468803,-0.0038060825799319797
2020-11-13,109171.02396638386,103077.9775141083,306.9015236938942,0.0,50.0,109121.02396638386,0.01751880409096862,0.0,30.923393254232487,30.923393254232487,2153.019059062388,100924.95845504591,0.004268409876306611
2020-11-16,110881.88640267133,103488.0754925082,306.4469558723639,0.0,50.0,110831.88640267133,0.01567857754720592,0.0,31.046422647752458,31.046422647752458,2184.0654817101404,101304.01001079805,0.003755776188116844
2020-11-17,110459.74665306717,103615.25825460195,306.80779722690227,0.0,50.0,110409.74665306717,-0.0038088294199960515,0.0,31.084577476380584,31.084577476380584,2215.150059186521,101400.10819541544,0.0009486118526516041
2020-11-18,109226.56428238768,103888.08930321598,375.9636931425445,0.0,50.0,109176.56428238768,-0.011169144102417206,0.0,31.166426790964792,31.166426790964792,2246.3164859774856,101641.7728172385,0.002383277751117685
2020-11-19,109741.01839916412,103815.7812006444,421.2836980016557,0.0,50.0,109691.01839916412,0.0047121295688128395,0.0,31.14473436019332,31.14473436019332,2277.461220337679,101538.31998030673,-0.0010178181082869386
2020-11-20,109152.65438283164,104164.39015031248,418.3983782205514,0.0,50.0,109102.65438283164,-0.005363830374802814,0.0,31.24931704509374,31.24931704509374,2308.710537382773,101855.6796129297,0.0031255158907939062
2020-11-23,110359.03748023864,104648.28117334007,352.97966483165277,0.0,50.0,110309.03748023864,0.011057321237794238,0.0,31.39448435200202,31.39448435200202,2340.105021734775,102308.1761516053,0.0044425263313265795
2020-11-24,112251.17391953104,104647.84208580213,351.82972093734423,0.0,50.0,112201.17391953104,0.017153050035735973,0.0,31.394352625740634,31.394352625740634,2371.499374360516,102276.34271144161,-0.0003111524548782274
2020-11-25,111956.6881203338,104553.5206431861,368.84655356075456,0.0,50.0,111906.6881203338,-0.002624623155979111,0.0,31.366056192955828,31.366056192955828,2402.865430553472,102150.65521263263,-0.0012289009899737469
2020-11-27,112087.52014098376,104361.23403804164,356.0194104488089,0.0,50.0,112037.52014098376,0.001169117081807336,0.0,31.30837021141249,31.30837021141249,2434.1738007648846,101927.06023727676,-0.0021888746077100008
2020-11-30,111240.33114398774,104074.89856992278,357.4096226587311,0.0,50.0,111190.33114398774,-0.007561654309466537,0.0,31.22246957097683,31.22246957097683,2465.3962703358616,101609.50229958692,-0.0031155410246365145
2020-12-01,112049.74805519952,103710.9197806765,322.562464802149,0.0,50.0,111999.74805519952,0.007279562016625496,0.0,31.113275934202946,31.113275934202946,2496.5095462700647,101214.41023440643,-0.0038883377660446916
2020-12-02,112375.12927425493,103793.70982454203,328.0452549496924,0.0,50.0,112325.12927425493,0.0029051959911110536,0.0,31.138112947362607,31.138112947362607,2527.647659217427,101266.0621653246,0.0005103219077060572
2020-12-03,112894.83594919958,104301.8490674078,327.6098897829508,0.0,50.0,112844.83594919958,0.004626806826776297,0.0,31.29055472022234,31.29055472022234,2558.9382139376494,101742.91085347015,0.004708869664222348
2020-12-04,114410.13625784389,104762.29585778872,345.8795878954708,0.0,50.0,114360.13625784389,0.013428175918714258,0.0,31.428688757336612,31.428688757336612,2590.366902694986,102171.92895509374,0.00421668790508134
2020-12-07,113793.14961210587,104442.03437081294,374.8540135021899,0.0,50.0,113743.14961210587,-0.005395119889914368,0.0,31.33261031124388,31.33261031124388,2621.69951300623,101820.33485780671,-0.003441200541898004
2020-12-08,114183.78001453022,104462.13441918066,365.40438049336,0.0,50.0,114133.78001453022,0.0034343202536284423,0.0,31.338640325754195,31.338640325754195,2653.038153331984,101809.09626584867,-0.00011037669414204476
2020-12-09,113469.35421013966,104732.94963269298,326.45539554235654,0.0,50.0,113419.35421013966,-0.006259547386405662,0.0,31.419884889807893,31.419884889807893,2684.458038221792,102048.49159447118,0.002351413944363001
2020-12-10,113616.15919428437,104901.6469585468,321.1077955802559,0.0,50.0,113566.15919428437,0.0012943556694275937,0.0,31.470494087564038,31.470494087564038,2715.928532309356,102185.71842623745,0.0013447218045279374
2020-12-11,113084.97307597053,104534.96528702296,332.2896266191632,0.0,50.0,113034.97307597053,-0.004677327489830074,0.0,31.360489586106887,31.360489586106887,2747.2890218954626,101787.6762651275,-0.0038952817207745793
2020-12-14,112408.7156318878,104368.11884056727,322.87682338110244,0.0,50.0,112358.7156318878,-0.005982727519457387,0.0,31.310435652170177,31.310435652170177,2778.599457547633,101589.51938301964,-0.0019467669307208224
2020-12-15,113904.00051089795,104243.703437768,353.4431381314402,0.0,50.0,113854.00051089795,0.0133081343142889,0.0,31.273111031330394,31.273111031330394,2809.872568578963,101433.83086918903,-0.0015325253508053915
2020-12-16,113967.96118942968,104127.36506172144,352.05802566472727,0.0,50.0,113917.96118942968,0.0005617780512296999,0.0,31.23820951851643,31.23820951851643,2841.1107780974794,101286.25428362396,-0.0014549049789451818
2020-12-17,114800.89694936656,104248.10904548876,362.75639984570574,0.0,50.0,114750.89694936656,0.007311715828128396,0.0,31.274432713646625,31.274432713646625,2872.385210811126,101375.72383467763,0.000883333594340785
2020-12-18,114661.31607919474,104523.636086239,319.7227824499564,0.0,50.0,114611.31607919474,-0.001216381517552878,0.0,31.357090825871698,31.357090825871698,2903.7423016369976,101619.893784602,0.0024085643060123285
2020-12-21,114095.52292653524,104367.00946169117,317.4788042944895,0.0,50.0,114045.52292653524,-0.004936625562074082,0.0,31.310102838507348,31.310102838507348,2935.0524044755048,101431.95705721567,-0.0018494088154106247
2020-12-22,113664.29580101998,104142.45591024063,318.3909708264702,0.0,50.0,113614.29580101998,-0.0037811841661951062,0.0,31.24273677307219,31.24273677307219,2966.295141248577,101176.16076899206,-0.002521851058037927
2020-12-23,113950.32149672337,104305.51716782952,349.27007754482804,0.0,50.0,113900.32149672337,0.0025175150159300053,0.0,31.291655150348852,31.291655150348852,2997.586796398926,101307.93037143059,0.0013023779656888834
2020-12-24,114242.47820646902,104145.43684358482,347.4282954170894,0.0,50.0,114192.47820646902,0.0025650209402969804,0.0,31.243631053075443,31.243631053075443,3028.8304274520015,101116.60641613281,-0.001888538780688842
2020-12-28,114527.52236532736,103600.2697793851,294.9192788825668,0.0,50.0,114477.52236532736,0.0024961728069596845,0.0,31.080080933815527,31.080080933815527,3059.910508385817,100540.35927099928,-0.005698837862121886
2020-12-29,113960.85119210184,103266.70254578193,296.0086784014881,0.0,50.0,113910.85119210184,-0.00495006496923589,0.0,30.980010763734576,30.980010763734576,3090.890519149552,100175.81202663237,-0.003625879666734666
2020-12-30,114566.86910579092,103702.2047989514,253.02598389935764,0.0,50.0,114516.86910579092,0.005320106972662941,0.0,31.110661439685416,31.110661439685416,3122.0011805892373,100580.20361836215,0.004036818704521883
2020-12-31,115446.26911472864,104044.60253041403,283.1540508234878,0.0,50.0,115396.26911472864,0.0076792180558598044,0.0,31.213380759124206,31.213380759124206,3153.2145613483613,100891.38796906568,0.0030938926300474456
2021-01-04,113192.68549738788,103606.42043634322,367.6348063376866,0.0,50.0,113142.68549738788,-0.019529085598947837,0.0,31.081926130902964,31.081926130902964,3184.296487479264,100422.12394886395,-0.004651180141813538
2021-01-05,114341.58933336128,103779.1220368432,403.9740997474673,0.0,50.0,114291.58933336128,0.010154468500749081,0.0,31.133736611052957,31.133736611052957,3215.430224090317,100563.69181275288,0.0014097278400624358
2021-01-06,116170.18801883503,104599.1011394234,448.3261442873331,0.0,50.0,116120.18801883503,0.015999416021245105,0.0,31.379730341827017,31.379730341827017,3246.809954432144,101352.29118499125,0.007841790193092057
2021-01-07,117769.33433223772,104171.2604293701,397.6739752112079,0.0,50.0,117719.33433223772,0.013771475405665923,0.0,31.251378128811027,31.251378128811027,3278.061332560955,100893.19909680914,-0.004529666599684012
2021-01-08,118232.04177776715,103867.94467794198,396.5631437120332,0.0,50.0,118182.04177776715,0.003930598555913933,0.0,31.160383403382593,31.160383403382593,3309.221715964338,100558.72296197765,-0.0033151504543983412
2021-01-11,117809.44677743946,104282.8109925622,372.0454593366999,0.0,50.0,117759.44677743946,-0.0035757970836411967,0.0,31.284843297768656,31.284843297768656,3340.5065592621063,100942.30443330009,0.0038145022134725703
2021-01-12,118407.76488815586,104786.04498122518,398.8370591515406,0.0,50.0,118357.76488815586,0.005080850217029198,0.0,31.43581349436755,31.43581349436755,3371.942372756474,101414.1026084687,0.004673939017118212
2021-01-13,118259.05622007618,104326.03914243428,385.97172265812367,0.0,50.0,118209.05622007618,-0.001256433561585113,0.0,31.297811742730282,31.297811742730282,3403.240184499204,100922.79895793508,-0.004844529881908088
2021-01-14,118411.7255871472,104872.4510599356,375.57313710880345,0.0,50.0,118361.7255871472,0.0012915200573702101,0.0,31.461735317980676,31.461735317980676,3434.7019198171847,101437.74914011841,0.005102416773022256
2021-01-15,117565.7082460025,104984.73679018118,375.4910094501051,0.0,50.0,117515.7082460025,-0.007147727332868281,0.0,31.495421037054353,31.495421037054353,3466.197340854239,101518.53944932694,0.0007964521087404641
2021-01-19,118308.28250314762,104920.77896011285,293.53556608493113,0.0,50.0,118258.28250314762,0.006318936150992327,0.0,31.47623368803385,31.47623368803385,3497.673574542273,101423.10538557057,-0.0009400653740099241
2021-01-20,119183.80928904912,104627.0923858624,243.7290381467676,0.0,50.0,119133.80928904912,0.007403513456896382,0.0,31.388127715758717,31.388127715758717,3529.061702258032,101098.03068360437,-0.0032051345768835393
2021-01-21,118735.2909487972,104166.3971377654,231.1081205609649,0.0,50.0,118685.2909487972,-0.003764828329829495,0.0,31.249919141329617,31.249919141329617,3560.3116213993612,100606.08551636603,-0.004866021265814036
2021-01-22,118229.81339487572,103950.65508078634,203.14988966182312,0.0,50.0,118179.81339487572,-0.00425897387857066,0.0,31.1851965242359,31.1851965242359,3591.496817923597,100359.15826286274,-0.0024543967915651166
2021-01-25,117840.14561364996,103375.89113044452,184.92094733739395,0.0,50.0,117790.14561364996,-0.0032972448511469077,0.0,31.012767339133354,31.012767339133354,3622.5095852627305,99753.3815451818,-0.006036088067760348
2021-01-26,117235.1464006748,102945.32000658268,202.0024745953217,0.0,50.0,117185.1464006748,-0.005136246413681711,0.0,30.8835960019748,30.8835960019748,3653.393181264705,99291.92682531798,-0.004625955659005032
2021-01-27,114251.78043804751,102423.53121633508,271.0205417564233,0.0,50.0,114201.78043804751,-0.025458567525500908,0.0,30.72705936490052,30.72705936490052,3684.1202406296056,98739.41097570547,-0.005564559650298007
2021-01-28,116102.53770442391,103253.9733747489,308.0927755983087,0.0,50.0,116052.53770442391,0.016206028130887118,0.0,30.976192012424665,30.976192012424665,3715.0964326420303,99538.87694210686,0.00809672610461587
2021-01-29,114126.79048129242,103369.20221553856,297.5337120108386,0.0,50.0,114076.79048129242,-0.01702459301806525,0.0,31.010760664661568,31.010760664661568,3746.107193306692,99623.09502223188,0.0008460822817399904
2021-02-01,115660.0089059961,103190.53024507554,298.28405804230295,0.0,50.0,115610.0089059961,0.013440231077987086,0.0,30.95715907352266,30.95715907352266,3777.0643523802146,99413.46589269533,-0.0021042222136320454
2021-02-02,117361.9508270004,103345.6470362358,306.1200779185656,0.0,50.0,117311.9508270004,0.014721406365327372,0.0,31.003694110870736,31.003694110870736,3808.068046491085,99537.57898974471,0.0012484535765340254
2021-02-03,117650.7605679334,103520.85734598928,319.3983606918114,0.0,50.0,117600.7605679334,0.002461895304757933,0.0,31.056257203796783,31.056257203796783,3839.1243036948817,99681.73304229439,0.0014482374798820974
2021-02-04,119163.4172971468,103686.8627780543,325.4331925218112,0.0,50.0,119113.4172971468,0.012862644101180098,0.0,31.106058833416288,31.106058833416288,3870.230362528298,99816.63241552601,0.0013533008417336845
2021-02-05,119598.39957472404,103662.04994303944,324.69963730717285,0.0,50.0,119548.39957472404,0.003651832744350658,0.0,31.09861498291183,31.09861498291183,3901.32897751121,99760.72096552823,-0.0005601416181325591
2021-02-08,120667.84414796876,103837.58902220706,330.3542458032822,0.0,50.0,120617.84414796876,0.00894570380740456,0.0,31.151276706662117,31.151276706662117,3932.480254217872,99905.1087679892,0.001447341208679287
2021-02-09,120631.45927803995,103875.10697403102,327.8970443446815,0.0,50.0,120581.45927803995,-0.00030165412245453105,0.0,31.162532092209304,31.162532092209304,3963.642786310081,99911.46418772094,6.361456195902448e-05
2021-02-10,120813.76008214628,104073.92722149286,305.09690638635914,0.0,50.0,120763.76008214628,0.001511847718528303,0.0,31.222178166447858,31.222178166447858,3994.864964476529,100079.06225701634,0.0016774658509708384
2021-02-11,121067.30395602812,104142.30532108936,294.5967508764968,0.0,50.0,121017.30395602812,0.0020995029776265106,0.0,31.242691596326804,31.242691596326804,4026.107656072856,100116.1976650165,0.000371060711028548
2021-02-12,121587.35858649624,104140.00102855924,288.31691168478756,0.0,50.0,121537.35858649624,0.004297357596539042,0.0,31.24200030856777,31.24200030856777,4057.3496563814238,100082.65137217782,-0.00033507358070994364
2021-02-16,121555.59497952944,104203.10078416557,330.495521216707,0.0,50.0,121505.59497952944,-0.000261348504988157,0.0,31.260930235249667,31.260930235249667,4088.6105866166736,100114.49019754889,0.00031812531876962424
